generation,baseline_best,baseline_avg,baseline_worst,cost_best,cost_avg,cost_worst,degree_best,degree_avg,degree_worst,dijkstra_best,dijkstra_avg,dijkstra_worst,hybrid_best,hybrid_avg,hybrid_worst
1,486.1143,326.6744,181.1656,530.3883,375.6483,200.2409,471.3522,330.5845,198.2144,476.4613,349.6270,200.2409,538.2151,371.2174,200.2409
2,503.2034,352.4084,185.6145,540.2262,420.6877,202.7182,498.6363,357.5820,206.6199,488.9835,363.4494,195.4769,549.2975,408.3609,211.1127
3,518.1728,366.3932,203.5953,549.2372,445.0893,219.0740,527.6195,370.8655,210.0751,509.3693,365.8624,199.9058,549.2975,437.3394,244.6678
4,527.0452,374.9118,203.6296,555.0488,458.6678,233.2448,534.9888,380.6138,205.9907,512.1716,371.6683,197.6647,553.5796,449.8003,256.3758
5,530.1946,380.5295,208.0531,560.9863,464.2495,220.7832,547.9485,385.4388,208.0983,517.1609,375.2597,182.2104,555.1378,458.6227,288.3932
6,532.4738,383.2026,213.3501,563.1365,467.5385,285.7310,549.8300,389.5039,210.5354,530.7192,384.8429,194.9341,556.8557,459.9425,305.4481
7,532.7984,389.0494,206.2331,567.1585,468.7094,295.1769,557.0092,390.3898,199.0823,534.3870,392.4846,214.9213,556.8557,464.4925,300.8727
8,541.7126,396.2703,217.3583,572.5801,472.3482,278.3011,557.0092,394.0644,210.0110,537.3425,393.3727,215.4209,558.6845,465.5588,270.4920
9,542.1622,403.0822,215.1192,576.1218,467.5170,259.6252,561.3525,402.2779,219.2996,537.9058,391.9068,201.7675,560.4992,465.7205,303.4693
10,550.4001,412.1283,234.1917,582.1135,471.5301,276.1803,561.3525,411.8031,217.6625,545.8773,396.3876,208.8217,560.4992,470.2971,311.1014
11,550.4001,415.3033,225.4086,585.7611,473.6066,290.5599,563.6000,411.5768,207.3593,546.2910,400.5537,227.3492,560.4992,472.5675,318.5209
12,554.0063,415.9741,221.6916,587.2029,474.7892,275.4347,564.5232,412.3887,225.1338,548.0866,408.0648,219.2907,563.9863,479.2969,313.1859
13,554.0775,419.7990,241.8068,587.7542,475.4916,258.3055,564.7166,419.3659,243.8352,553.3498,415.7700,240.8141,567.7839,480.5441,305.1419
14,555.1543,421.3971,247.5020,587.7542,473.0965,268.4764,564.7166,425.9875,237.2622,555.1798,418.2400,230.4637,567.7839,482.7195,299.0415
15,555.1786,423.5196,247.2976,587.7542,479.3925,282.1889,568.5058,432.9173,245.3066,557.8096,421.5731,230.3487,568.9480,484.5399,313.8810
16,557.2171,431.5766,258.1009,588.1440,483.9733,265.1596,569.0896,440.1886,259.4686,558.7719,423.8042,228.3581,573.4580,488.1013,310.0267
17,559.3442,432.8933,251.5723,588.4985,488.9617,303.5897,573.4992,450.7621,274.2460,562.3880,430.1976,233.5396,575.0796,492.6909,323.9262
18,559.9658,434.2295,260.9668,588.4985,493.2964,298.6951,574.5897,456.0214,256.3090,564.3698,433.6123,236.0970,575.0796,496.2615,350.9260
19,565.6991,439.2743,255.8059,588.4985,499.5848,300.2120,574.5897,463.0388,277.9485,565.7419,439.4062,241.1235,575.0796,498.8422,338.7823
20,569.0867,440.1925,249.2397,588.4985,501.1165,299.9623,574.5897,467.0484,286.9169,568.5092,441.9919,252.0304,575.0796,501.8534,353.8820
21,569.0867,442.6758,258.5705,590.6252,505.4789,320.3213,574.5897,468.6657,284.0252,569.0649,444.7454,237.2172,575.4636,504.4470,334.4867
22,569.0867,442.6575,255.6063,590.6252,510.4767,308.9030,575.9067,472.3139,291.9243,569.5248,446.2604,249.8139,579.7423,509.2899,331.2690
23,569.4762,455.0610,252.1165,590.7884,512.8117,330.4651,576.6631,479.0383,307.1269,569.5248,458.0698,285.7869,579.7423,510.9932,347.7312
24,569.5600,459.7903,256.3188,590.7884,516.3391,331.4972,576.6631,481.0710,299.2540,571.1110,461.9353,265.0943,579.7423,514.7256,345.4042
25,570.3202,464.9341,271.9799,590.7884,518.9226,353.5766,577.9462,490.2206,288.1144,571.1110,466.7659,285.2651,579.7423,517.7555,367.0271
26,571.2989,477.8483,273.0796,590.7884,523.0837,367.5457,578.4195,493.7845,314.4994,571.1110,474.6358,259.1587,580.4319,521.9472,357.6536
27,571.2989,483.7315,284.7050,591.8697,523.1659,329.0944,581.8082,498.9000,307.1358,572.2301,468.9184,268.2868,580.4319,523.5049,376.1938
28,574.4752,490.1029,292.2671,594.5817,521.1778,334.2109,581.8082,498.4229,325.0916,572.2301,470.2113,290.8966,581.2022,520.6961,338.3396
29,575.4512,491.9221,311.2428,595.1729,519.5342,326.9758,582.4056,497.8411,313.1302,575.1704,475.0364,293.0507,581.6852,521.7330,376.7809
30,575.8361,497.0263,305.6618,595.1990,517.4971,350.1885,582.6406,498.0583,329.2235,576.5661,479.0287,295.7815,583.4895,528.0069,358.2365
31,575.8361,501.5327,314.9653,595.1990,518.0850,348.8659,582.6406,501.1761,314.6620,577.4755,483.0166,303.4855,583.4895,526.4037,373.3204
32,575.8361,501.4373,317.9741,595.1990,523.0391,361.5585,583.0311,501.9592,323.3867,578.4083,484.4199,300.5085,583.4895,527.6918,368.1298
33,578.6730,500.3490,328.3757,595.1990,522.2513,353.2106,583.0311,501.8302,335.0247,579.6476,485.7782,307.6250,583.5650,524.2054,374.7948
34,578.6730,499.9954,321.2890,598.2100,520.3461,330.1740,583.0311,506.8867,345.6468,579.6476,490.0732,306.2996,584.6394,525.9544,380.4699
35,578.6730,502.0515,338.7264,600.5049,519.7641,346.1505,583.4151,506.6555,320.7102,580.8041,491.5788,296.6793,584.6394,523.8021,386.0290
36,580.1833,504.9988,336.8919,600.5049,521.9672,342.4925,583.4151,503.7322,307.8657,581.5885,490.5868,317.8123,584.6394,523.9047,359.9153
37,582.0566,506.4504,321.7297,600.5049,519.5773,339.0739,583.8926,504.8134,334.4085,581.5885,488.3708,294.2491,584.6394,522.6935,385.8428
38,583.2150,505.6128,335.9536,601.1265,517.4271,343.5814,584.8493,505.2979,329.1702,582.1238,487.9573,299.0298,584.6394,524.8501,380.4764
39,583.5784,511.9070,334.4084,601.4039,517.4811,338.7582,584.8493,510.6689,323.5507,582.1238,497.7361,304.3964,584.6394,523.9297,389.5535
40,584.6976,516.4327,325.9957,601.5998,518.5653,321.6020,584.8493,512.3855,348.5327,587.2976,497.5510,309.0220,584.6394,523.8187,371.8641
41,589.6120,517.3040,348.4686,601.5998,518.3056,349.8081,584.8493,513.7699,342.4890,588.6604,502.9864,327.0743,584.6394,527.7131,388.4051
42,589.7159,515.4100,340.2918,601.6169,521.1964,351.3147,584.8493,514.4911,329.8535,588.6604,506.6114,315.7376,584.6394,527.5416,378.8484
43,589.7159,514.4689,336.1744,601.6169,520.8030,338.0287,585.3846,517.3058,364.3083,589.2468,510.1675,326.2277,586.2610,526.2486,359.0769
44,589.7159,512.7009,332.3328,601.6169,520.3972,344.1692,586.0062,521.3611,382.6250,589.2468,506.8284,336.4267,586.2610,526.1486,365.2968
45,590.8424,514.4956,343.0397,601.6169,519.7955,337.0245,587.1785,522.8316,374.0258,589.2468,506.8820,321.0817,586.2610,523.8920,352.4852
46,590.8424,514.2722,329.4395,601.6169,518.6663,354.9488,587.1785,521.7124,372.3157,589.2468,509.8011,328.5473,587.4501,522.6957,358.9751
47,590.8424,513.7974,350.6149,602.8508,517.5531,333.2567,587.1785,524.3084,365.0943,589.2468,514.9785,332.8119,587.4501,520.9467,341.6903
48,590.8424,514.6745,305.4948,602.8508,516.1566,344.0001,587.1785,520.9654,355.8399,590.0070,518.2695,321.2890,587.4501,521.7066,357.1284
49,590.8424,513.6334,326.7321,602.8508,512.0795,318.4962,587.1785,522.9246,353.0368,590.0070,514.3214,330.1447,587.4501,521.3658,366.9178
50,590.8424,514.5042,339.0691,602.8508,515.2175,331.3804,587.1785,523.8181,364.7928,590.0070,515.6374,337.9515,589.5463,528.5549,365.5677
51,593.1025,514.0074,324.5155,602.8508,516.2816,311.2134,587.1785,523.2234,339.6388,590.0070,516.9438,326.0654,589.5463,526.3518,359.6810
52,593.1025,517.6888,330.5623,602.8508,518.8718,332.3608,587.8766,523.8304,383.5468,590.4856,514.4180,328.0093,589.5463,528.6270,384.4005
53,593.1025,519.8641,346.8133,602.8508,518.9086,352.9067,589.9348,524.5888,367.4971,590.4856,514.1627,333.7277,589.5463,527.3250,369.7943
54,593.1025,519.6942,318.8707,602.8508,522.4665,343.1659,589.9348,528.1254,340.0615,590.4856,515.3100,329.4150,590.2358,531.0082,378.7858
55,593.1025,523.8007,328.4355,603.3241,523.8300,336.4143,589.9348,529.8382,364.3815,590.5477,517.9722,329.9032,590.2358,530.9389,380.5019
56,593.1025,528.7707,334.7754,603.3241,524.1944,335.3323,591.3825,533.1976,373.3337,590.5477,518.0678,327.9727,590.2358,532.2416,372.7553
57,593.1025,531.3410,318.5993,603.3241,525.5456,341.0488,591.6230,533.7896,364.0851,591.2820,518.4417,325.3613,590.2358,536.3533,397.9175
58,595.6018,532.3157,347.9665,605.5959,526.2474,342.6258,592.3890,541.6121,381.0953,591.2820,523.2276,325.2387,590.2358,538.9407,390.3072
59,595.6018,534.6185,349.6056,605.5959,524.3862,351.7938,592.3890,540.1777,353.1462,593.5421,522.3938,346.7165,590.2358,536.1953,385.4639
60,595.9858,532.4484,349.6107,605.5959,529.7467,341.1178,592.3890,538.1289,373.5117,593.5421,522.5441,338.3386,590.2358,533.5732,391.1162
61,595.9858,532.0004,365.1782,605.7499,533.5870,352.0338,592.4741,538.2340,374.1339,595.8022,519.9399,338.5179,590.2358,535.3370,383.7282
62,595.9858,531.7618,359.1247,605.7499,534.2273,364.1394,592.6053,538.1792,379.0145,595.8022,519.5505,321.2647,590.2358,533.9997,379.7921
63,595.9858,524.0921,337.0292,606.5159,534.7785,372.8792,592.6053,534.9649,361.9743,595.8022,517.6871,302.3143,590.2358,532.6048,379.5867
64,595.9858,520.5787,323.8150,606.5159,536.1256,357.9762,592.6053,534.7696,374.4385,595.8022,517.3581,327.0303,592.3005,532.0018,376.8753
65,595.9858,518.7643,343.6372,608.2941,535.5433,343.2404,593.6932,535.2508,352.7246,595.8022,511.7052,320.5827,592.3005,529.3737,388.8475
66,595.9858,510.7340,327.1880,608.2941,531.8357,364.0282,593.9265,534.8550,385.3187,595.8022,509.6711,321.2510,592.3005,525.5931,365.3397
67,596.3707,510.5779,310.8980,608.2941,530.1841,363.6805,593.9265,537.2703,383.7101,595.8022,510.1949,305.0800,592.3005,521.3461,360.0250
68,596.3707,512.1804,317.2032,608.2941,526.9138,343.7610,593.9265,535.2166,360.2612,595.8022,510.7645,298.2184,592.3005,520.1132,361.5147
69,596.3707,515.0482,315.1324,608.2941,524.5463,342.8741,596.5763,530.8795,357.8328,596.1871,511.2833,322.8484,592.3005,520.9947,348.3842
70,596.3707,513.7549,332.4444,608.2941,527.2960,351.1706,596.5763,529.6087,344.8311,596.1871,512.7964,328.3681,592.3005,523.2187,377.4617
71,598.2735,512.4140,328.2241,608.2941,530.0512,346.8970,596.5763,530.7135,351.5546,596.1871,514.5965,322.6535,592.3005,526.6594,368.2665
72,598.8635,518.0146,305.3260,608.2941,525.8770,338.0633,597.2933,530.1337,366.9640,596.1871,516.9095,323.6787,592.3005,526.1945,377.0535
73,598.8635,516.9686,322.0722,608.5861,527.4676,361.5320,597.2933,528.9376,355.5423,596.1871,519.7494,327.2944,592.3005,529.5333,372.7230
74,600.8362,518.3886,319.3490,608.5861,530.9622,364.2012,597.2933,528.5204,362.7349,596.1871,524.7017,313.1493,592.3005,532.7349,372.8933
75,600.8362,513.2345,305.5351,608.5861,533.6690,351.8815,597.6773,528.5319,369.8153,596.7734,524.8061,330.5152,593.1052,537.8506,365.0936
76,602.9230,514.0552,311.4108,608.5861,537.5727,360.1285,597.6773,531.1529,358.8551,596.7734,524.4672,334.4360,593.1052,537.8422,367.1385
77,602.9230,512.8465,321.0798,608.5861,538.7152,343.1760,597.6773,526.8390,342.0229,596.7734,518.3659,333.5988,593.1052,537.2684,365.0717
78,602.9230,511.6376,303.2283,608.5861,537.8830,337.3102,597.6773,529.8170,358.7921,597.6264,520.0299,318.1979,593.1052,534.4990,375.3863
79,602.9230,510.3131,296.1219,608.5861,537.5477,361.8570,597.6773,531.5691,359.2543,597.6264,518.1514,322.5162,593.1052,536.3107,391.1118
80,602.9230,512.3188,311.6053,608.5861,536.8291,368.4372,597.6773,530.4964,355.9852,597.6264,512.4378,300.4745,593.1052,533.2201,390.1807
81,602.9230,516.1674,327.9285,608.5861,537.1306,364.3794,597.7665,530.3076,356.3432,597.6264,509.1115,300.9902,593.1052,535.1619,383.5848
82,602.9230,523.6100,318.3869,608.5861,536.7013,365.0739,597.7665,528.7865,351.1017,597.6264,510.2180,312.7121,594.6552,537.1384,389.0836
83,602.9230,525.9430,330.0996,608.5861,534.2565,362.3534,598.5764,531.6462,348.4164,597.6264,511.4979,313.8115,594.6552,536.6198,383.1011
84,602.9230,531.8937,321.3000,608.5861,533.2002,366.5483,598.5764,529.3526,344.3604,598.7481,515.4332,315.8862,594.6552,536.8038,368.8136
85,602.9230,535.2410,337.4487,608.5861,537.3790,357.1188,598.5764,530.1892,330.2315,598.7481,512.5730,331.6519,594.6552,537.1374,394.8404
86,602.9230,531.6231,336.7245,608.5861,535.2786,349.2778,599.1628,527.6475,337.5917,598.7481,513.3469,323.5783,594.6552,536.7299,398.1978
87,602.9230,530.8452,320.4347,608.5861,538.6323,358.0303,599.1628,527.6106,344.7270,598.7481,514.5864,309.5272,597.9197,538.3152,398.1364
88,602.9230,532.2558,343.8714,608.5861,538.2342,360.9948,599.1628,528.9202,340.2300,598.7481,513.4259,296.6203,597.9197,535.4232,371.7319
89,602.9230,534.0179,351.1530,609.3520,539.9202,379.8890,599.1628,527.1200,341.3237,598.7481,511.2155,319.2437,598.0605,533.7228,374.8530
90,602.9230,535.4259,341.4473,609.3520,544.8596,375.6939,599.1628,527.2812,349.4762,598.7481,515.5392,319.7769,598.0605,536.7450,375.5210
91,603.3078,531.2809,346.5891,609.3520,545.1850,378.2598,599.1628,520.1351,328.5214,598.7481,512.8184,309.8654,598.0605,537.6351,381.0820
92,603.8835,527.6716,342.7577,609.3520,545.3917,374.5893,599.1628,521.8396,352.3905,598.7481,514.2000,309.8745,598.3576,534.1152,384.3576
93,604.6216,521.8182,336.9214,609.3520,547.1141,371.9481,599.1628,528.1832,336.3295,598.7481,516.8590,320.6557,598.3576,535.5036,380.5645
94,605.3876,525.6804,328.9098,609.3520,548.3118,386.9802,599.1628,528.1106,330.6715,599.1321,518.4201,316.3053,598.3576,538.5779,398.8421
95,605.3876,525.4062,330.3519,609.3546,547.2664,364.7548,599.1628,526.0893,334.9865,599.1321,521.0898,317.2972,598.3576,537.9570,379.0351
96,605.3876,527.5418,324.9465,609.3546,546.0385,376.1279,599.1628,523.7464,348.7917,599.1321,521.9813,321.5668,599.3279,540.6392,407.3398
97,605.3876,528.2421,343.4455,609.3546,545.8348,375.8721,599.5476,523.7648,330.9889,599.2360,525.7318,325.9048,599.3279,537.9957,381.4761
98,605.3876,528.5172,337.9285,609.3546,547.8386,380.6410,599.5476,518.4057,331.8750,599.2360,528.9714,357.9071,599.3279,536.2295,365.5873
99,605.3876,528.0436,331.3289,609.3546,544.1821,347.0654,600.0112,516.4195,322.7540,599.2360,532.3415,353.4690,599.7119,535.9374,394.5001
100,605.3876,524.6861,325.1149,609.3546,543.3012,369.1081,600.0112,512.8990,338.4658,599.2360,532.6754,339.8390,599.7119,535.9291,372.1803
